GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,NAME_M,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021
"G3100490","2014-2018","NE",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31049",,,"Deuel County, Nebraska",1894,1746,1683,4,29,13,0,0,17,0,17,148,107,0,0,0,0,30,11,0,11,"Deuel County, Nebraska",120,102,101,4,16,10,9,9,10,9,10,75,67,9,9,9,9,34,11,9,11
"G3100510","2014-2018","NE",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31051",,,"Dixon County, Nebraska",5746,4984,4873,16,25,4,0,0,66,0,66,762,544,0,0,0,0,200,18,0,18,"Dixon County, Nebraska",0,0,13,14,18,4,13,13,27,13,27,0,140,13,13,13,13,146,19,13,19
"G3100530","2014-2018","NE",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31053",,,"Dodge County, Nebraska",36683,32164,30938,261,137,158,60,31,579,0,579,4519,3610,75,211,0,0,468,155,50,105,"Dodge County, Nebraska",0,0,53,89,74,66,59,53,134,20,134,0,361,107,122,20,20,289,113,69,93
"G3100550","2014-2018","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31055",,,"Douglas County, Nebraska",554992,486222,387564,60722,2028,20092,250,930,14636,457,14179,68770,53914,791,1238,118,65,10160,2484,999,1485,"Douglas County, Nebraska",0,0,331,856,307,554,57,334,1078,201,1052,0,1277,243,454,75,46,1126,379,245,340
"G3100570","2014-2018","NE",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31057",,,"Dundy County, Nebraska",2023,1706,1690,4,2,0,0,0,10,0,10,317,317,0,0,0,0,0,0,0,0,"Dundy County, Nebraska",214,126,126,6,4,9,9,9,9,9,9,187,187,9,9,9,9,9,9,9,9
"G3100590","2014-2018","NE",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31059",,,"Fillmore County, Nebraska",5574,5354,5227,31,27,17,0,0,52,0,52,220,179,0,10,0,0,31,0,0,0,"Fillmore County, Nebraska",0,0,13,27,19,17,13,13,22,13,22,0,33,13,13,13,13,31,13,13,13
"G3100610","2014-2018","NE",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31061",,,"Franklin County, Nebraska",3006,2939,2881,11,0,4,4,0,39,0,39,67,65,0,0,0,0,2,0,0,0,"Franklin County, Nebraska",0,0,9,8,9,5,6,9,10,9,10,0,4,9,9,9,9,4,9,9,9
"G3100630","2014-2018","NE",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31063",,,"Frontier County, Nebraska",2609,2582,2516,2,20,3,0,0,41,0,41,27,26,0,0,0,0,0,1,1,0,"Frontier County, Nebraska",74,71,71,3,18,4,9,9,18,9,18,19,19,9,9,9,9,9,4,4,9
"G3100650","2014-2018","NE",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31065",,,"Furnas County, Nebraska",4786,4596,4490,7,4,19,0,2,74,0,74,190,129,0,12,0,3,42,4,4,0,"Furnas County, Nebraska",0,0,5,7,5,13,9,5,15,9,15,0,43,9,16,9,5,35,9,9,9
"G3100670","2014-2018","NE",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31067",,,"Gage County, Nebraska",21595,21078,20455,160,150,125,23,0,165,21,144,517,392,0,2,0,0,117,6,2,4,"Gage County, Nebraska",0,0,31,30,52,15,33,17,67,31,59,0,63,17,3,17,17,61,8,4,8
"G3100690","2014-2018","NE",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31069",,,"Garden County, Nebraska",1860,1779,1755,4,8,0,0,0,12,0,12,81,74,0,0,0,0,7,0,0,0,"Garden County, Nebraska",117,100,99,6,9,9,9,9,9,9,9,79,79,9,9,9,9,9,9,9,9
"G3100710","2014-2018","NE",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31071",,,"Garfield County, Nebraska",1975,1936,1908,4,0,7,0,9,8,0,8,39,32,0,0,0,0,0,7,0,7,"Garfield County, Nebraska",102,107,103,7,9,10,9,11,11,9,11,16,17,9,9,9,9,9,11,9,11
"G3100730","2014-2018","NE",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31073",,,"Gosper County, Nebraska",2015,1969,1930,9,1,11,0,0,18,0,18,46,44,0,0,0,0,2,0,0,0,"Gosper County, Nebraska",0,39,43,13,2,13,9,9,22,9,22,39,39,9,9,9,9,3,9,9,9
"G3100750","2014-2018","NE",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31075",,,"Grant County, Nebraska",718,706,694,5,0,0,0,0,7,0,7,12,12,0,0,0,0,0,0,0,0,"Grant County, Nebraska",63,62,63,5,9,9,9,9,6,9,6,11,11,9,9,9,9,9,9,9,9
"G3100770","2014-2018","NE",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31077",,,"Greeley County, Nebraska",2410,2360,2317,12,4,10,0,3,14,0,14,50,33,0,0,0,0,17,0,0,0,"Greeley County, Nebraska",0,0,4,8,5,7,9,4,9,9,9,0,19,9,9,9,9,19,9,9,9
"G3100790","2014-2018","NE",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31079",,,"Hall County, Nebraska",61343,44639,41227,1493,212,691,157,163,696,16,680,16704,12557,40,146,0,62,3624,275,221,54,"Hall County, Nebraska",0,0,80,190,86,99,151,102,187,17,188,0,735,41,89,22,54,703,128,120,45
"G3100810","2014-2018","NE",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31081",,,"Hamilton County, Nebraska",9178,8880,8721,48,23,6,0,3,79,5,74,298,115,0,34,0,0,134,15,8,7,"Hamilton County, Nebraska",0,0,8,39,22,7,13,5,37,8,38,0,83,13,37,13,13,99,17,13,9
"G3100830","2014-2018","NE",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31083",,,"Harlan County, Nebraska",3438,3303,3229,28,12,12,1,0,21,0,21,135,54,0,7,0,0,46,28,26,2,"Harlan County, Nebraska",0,39,43,33,10,12,3,9,16,9,16,39,42,9,8,9,9,45,33,33,4
"G3100850","2014-2018","NE",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31085",,,"Hayes County, Nebraska",943,874,874,0,0,0,0,0,0,0,0,69,54,0,0,0,0,15,0,0,0,"Hayes County, Nebraska",74,71,71,9,9,9,9,9,9,9,9,19,25,9,9,9,9,15,9,9,9
"G3100870","2014-2018","NE",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31087",,,"Hitchcock County, Nebraska",2843,2812,2804,3,2,0,0,0,3,0,3,31,28,0,0,0,0,1,2,2,0,"Hitchcock County, Nebraska",0,23,27,10,3,9,9,9,4,9,4,23,23,9,9,9,9,2,3,3,9
"G3100890","2014-2018","NE",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31089",,,"Holt County, Nebraska",10245,9781,9601,12,80,51,3,0,34,0,34,464,360,0,0,0,0,51,53,53,0,"Holt County, Nebraska",0,0,15,27,43,36,5,15,20,15,20,0,65,15,15,15,15,32,38,38,15
"G3100910","2014-2018","NE",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31091",,,"Hooker County, Nebraska",691,670,664,6,0,0,0,0,0,0,0,21,18,0,0,0,0,3,0,0,0,"Hooker County, Nebraska",82,80,81,14,9,9,9,9,9,9,9,16,16,9,9,9,9,4,9,9,9
"G3100930","2014-2018","NE",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31093",,,"Howard County, Nebraska",6405,6240,6117,12,0,13,2,0,96,0,96,165,62,0,2,0,0,101,0,0,0,"Howard County, Nebraska",0,0,13,11,13,14,3,13,20,13,20,0,50,13,3,13,13,51,13,13,13
"G3100950","2014-2018","NE",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31095",,,"Jefferson County, Nebraska",7188,6920,6757,18,32,11,0,0,102,0,102,268,204,0,10,0,0,13,41,0,41,"Jefferson County, Nebraska",0,0,13,19,49,17,13,13,41,13,41,0,58,13,14,13,13,19,48,13,48
"G3100970","2014-2018","NE",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31097",,,"Johnson County, Nebraska",5197,4673,4187,334,43,48,0,2,59,0,59,524,326,5,0,0,0,193,0,0,0,"Johnson County, Nebraska",0,0,3,86,36,64,13,3,35,13,35,0,97,10,13,13,13,97,13,13,13
"G3100990","2014-2018","NE",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31099",,,"Kearney County, Nebraska",6552,6153,6053,8,25,21,0,0,46,0,46,399,268,0,0,0,0,38,93,83,10,"Kearney County, Nebraska",0,0,13,10,25,24,13,13,32,13,32,0,76,13,13,13,13,38,59,57,12
"G3101010","2014-2018","NE",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31101",,,"Keith County, Nebraska",8099,7532,7296,70,62,56,16,0,32,8,24,567,502,0,25,0,0,30,10,6,4,"Keith County, Nebraska",0,0,13,18,54,40,19,13,27,15,23,0,55,13,37,13,13,25,10,8,7
"G3101030","2014-2018","NE",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31103",,,"Keya Paha County, Nebraska",792,784,780,0,0,0,0,0,4,0,4,8,0,0,0,0,0,1,7,4,3,"Keya Paha County, Nebraska",104,105,107,9,9,9,9,9,6,9,6,11,9,9,9,9,9,3,9,6,6
"G3101050","2014-2018","NE",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31105",,,"Kimball County, Nebraska",3667,3273,3167,8,1,12,0,0,85,0,85,394,321,0,25,0,0,28,20,9,11,"Kimball County, Nebraska",0,29,50,12,3,12,9,9,36,9,36,29,54,9,30,9,9,24,17,13,10
"G3101070","2014-2018","NE",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31107",,,"Knox County, Nebraska",8460,8237,7276,23,790,27,11,0,110,2,108,223,69,0,46,0,0,81,27,8,19,"Knox County, Nebraska",0,0,13,14,39,9,13,13,39,6,38,0,28,13,29,13,13,26,22,10,20
"G3101090","2014-2018","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31109",,,"Lancaster County, Nebraska",310094,288814,253065,12061,1346,13171,210,343,8618,75,8543,21280,14873,438,426,46,5,3646,1846,1243,603,"Lancaster County, Nebraska",0,0,185,460,276,518,63,186,668,56,662,0,766,212,179,45,9,582,533,482,243
"G3101110","2014-2018","NE",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31111",,,"Lincoln County, Nebraska",35433,32476,31223,404,100,110,11,4,624,23,601,2957,2512,80,26,8,1,217,113,68,45,"Lincoln County, Nebraska",0,0,6,63,64,138,12,6,179,45,199,0,172,89,30,14,2,117,93,75,54
"G3101130","2014-2018","NE",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31113",,,"Logan County, Nebraska",886,860,855,0,2,0,0,0,3,3,0,26,19,0,2,0,0,5,0,0,0,"Logan County, Nebraska",75,75,75,9,3,9,9,9,4,4,9,16,15,9,3,9,9,9,9,9,9
"G3101150","2014-2018","NE",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31115",,,"Loup County, Nebraska",585,575,573,0,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,"Loup County, Nebraska",61,61,60,9,3,9,9,9,9,9,9,16,16,9,9,9,9,9,9,9,9
"G3101170","2014-2018","NE",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31117",,,"McPherson County, Nebraska",454,445,430,0,0,0,0,0,15,0,15,9,5,0,0,0,0,4,0,0,0,"McPherson County, Nebraska",89,88,77,9,9,9,9,9,22,9,22,10,8,9,9,9,9,5,9,9,9
"G3101190","2014-2018","NE",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31119",,,"Madison County, Nebraska",35164,29951,28124,480,449,527,0,24,347,0,347,5213,4092,41,84,0,0,875,121,65,56,"Madison County, Nebraska",0,0,37,117,46,96,20,37,169,20,169,0,276,51,100,20,20,271,82,54,51
"G3101210","2014-2018","NE",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31121",,,"Merrick County, Nebraska",7803,7471,7239,67,9,23,0,0,133,0,133,332,206,0,0,0,0,103,23,11,12,"Merrick County, Nebraska",0,0,13,71,12,25,13,13,67,13,67,0,68,13,13,13,13,71,22,15,15
"G3101230","2014-2018","NE",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31123",,,"Morrill County, Nebraska",4841,4089,3959,41,21,12,0,0,56,5,51,752,650,0,0,0,0,65,37,23,14,"Morrill County, Nebraska",0,0,7,32,21,16,9,9,26,7,25,0,50,9,9,9,9,48,27,17,20
"G3101250","2014-2018","NE",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31125",,,"Nance County, Nebraska",3554,3459,3430,16,11,2,0,0,0,0,0,95,90,0,3,0,0,2,0,0,0,"Nance County, Nebraska",0,0,17,18,12,3,9,9,9,9,9,0,6,9,5,9,9,4,9,9,9
"G3101270","2014-2018","NE",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31127",,,"Nemaha County, Nebraska",7004,6816,6587,104,36,52,1,0,36,0,36,188,147,1,0,0,0,20,20,10,10,"Nemaha County, Nebraska",0,0,13,15,18,3,3,13,23,13,23,0,24,2,13,13,13,18,18,12,15
"G3101290","2014-2018","NE",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31129",,,"Nuckolls County, Nebraska",4275,4159,4074,7,3,57,0,0,18,0,18,116,106,0,4,0,0,6,0,0,0,"Nuckolls County, Nebraska",0,0,9,11,5,34,9,9,29,9,29,0,10,9,6,9,9,9,9,9,9
"G3101310","2014-2018","NE",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31131",,,"Otoe County, Nebraska",15896,14660,14173,60,60,42,0,0,325,0,325,1236,873,1,27,0,0,253,82,82,0,"Otoe County, Nebraska",0,0,15,47,54,52,15,15,79,15,79,0,152,2,40,15,15,115,67,67,15
"G3101330","2014-2018","NE",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31133",,,"Pawnee County, Nebraska",2676,2628,2554,0,5,0,0,0,69,0,69,48,26,0,0,0,0,0,22,0,22,"Pawnee County, Nebraska",0,0,9,9,9,9,9,9,9,9,9,0,23,9,9,9,9,9,23,9,23
"G3101350","2014-2018","NE",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31135",,,"Perkins County, Nebraska",2907,2790,2767,8,0,0,0,0,15,0,15,117,109,0,1,0,0,7,0,0,0,"Perkins County, Nebraska",0,0,12,9,9,9,9,9,10,9,10,0,10,9,2,9,9,10,9,9,9
"G3101370","2014-2018","NE",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31137",,,"Phelps County, Nebraska",9120,8616,8436,23,19,24,0,0,114,0,114,504,356,0,0,0,0,76,72,8,64,"Phelps County, Nebraska",0,0,13,26,21,29,13,13,52,13,52,0,98,13,13,13,13,62,99,11,100
"G3101390","2014-2018","NE",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31139",,,"Pierce County, Nebraska",7157,7033,6904,17,8,30,6,0,68,0,68,124,73,0,0,0,0,4,47,7,40,"Pierce County, Nebraska",0,0,13,15,9,19,9,13,23,13,23,0,38,13,13,13,13,6,38,12,36
"G3101410","2014-2018","NE",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31141",,,"Platte County, Nebraska",33063,26980,26131,160,123,254,3,27,282,45,237,6083,5403,0,0,0,0,611,69,50,19,"Platte County, Nebraska",0,0,36,50,65,72,7,31,109,53,110,0,343,20,20,20,20,344,66,57,31
"G3101430","2014-2018","NE",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31143",,,"Polk County, Nebraska",5255,4973,4890,4,15,3,0,0,61,0,61,282,234,6,0,0,0,42,0,0,0,"Polk County, Nebraska",0,0,13,6,10,4,13,13,13,13,13,0,46,8,13,13,13,48,13,13,13
"G3101450","2014-2018","NE",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31145",,,"Red Willow County, Nebraska",10806,10264,9938,80,2,21,0,4,219,0,219,542,460,0,17,0,0,65,0,0,0,"Red Willow County, Nebraska",0,0,8,73,4,44,15,8,95,15,95,0,75,15,28,15,15,74,15,15,15
"G3101470","2014-2018","NE",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31147",,,"Richardson County, Nebraska",8009,7852,7397,17,171,17,0,0,250,0,250,157,141,0,0,0,0,16,0,0,0,"Richardson County, Nebraska",0,0,13,21,89,26,13,13,97,13,97,0,21,13,13,13,13,21,13,13,13
"G3101490","2014-2018","NE",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31149",,,"Rock County, Nebraska",1350,1333,1315,10,0,0,0,0,8,0,8,17,9,0,0,0,0,8,0,0,0,"Rock County, Nebraska",90,86,86,13,9,9,9,9,12,9,12,12,9,9,9,9,9,9,9,9,9
"G3101510","2014-2018","NE",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31151",,,"Saline County, Nebraska",14288,10771,9982,129,38,449,0,22,151,19,132,3517,2635,21,0,0,17,624,220,99,121,"Saline County, Nebraska",0,0,40,28,22,43,15,34,56,22,51,0,390,28,15,15,28,264,198,109,166
"G3101530","2014-2018","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31153",,,"Sarpy County, Nebraska",178351,162231,145153,6384,543,4489,183,145,5334,40,5294,16120,11715,560,151,31,0,2798,865,434,431,"Sarpy County, Nebraska",0,0,125,346,142,263,56,124,504,31,497,0,675,231,121,37,22,599,205,165,170
"G3101550","2014-2018","NE",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31155",,,"Saunders County, Nebraska",21024,20568,20068,64,59,71,0,0,306,0,306,456,400,0,0,0,0,52,4,4,0,"Saunders County, Nebraska",0,0,17,48,28,29,17,17,67,17,67,0,45,17,17,17,17,44,6,6,17
"G3101570","2014-2018","NE",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31157",,,"Scotts Bluff County, Nebraska",36255,27665,26199,239,522,236,0,24,445,34,411,8590,7119,65,113,0,114,701,478,341,137,"Scotts Bluff County, Nebraska",0,0,43,59,108,49,20,19,156,43,147,0,337,69,79,20,119,211,185,165,70
"G3101590","2014-2018","NE",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31159",,,"Seward County, Nebraska",17127,16670,16225,79,31,97,0,3,235,2,233,457,259,3,0,0,0,142,53,37,16,"Seward County, Nebraska",0,0,4,40,30,32,15,4,56,3,56,0,104,6,15,15,15,114,46,36,25
"G3101610","2014-2018","NE",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31161",,,"Sheridan County, Nebraska",5234,4973,4270,40,433,37,2,0,191,0,191,261,61,0,69,5,0,26,100,8,92,"Sheridan County, Nebraska",0,0,13,10,63,27,3,13,65,13,65,0,39,13,75,7,13,28,87,23,87
"G3101630","2014-2018","NE",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31163",,,"Sherman County, Nebraska",3042,2976,2933,0,1,19,1,0,22,0,22,66,47,0,0,0,0,19,0,0,0,"Sherman County, Nebraska",0,0,9,9,3,12,2,9,11,9,11,0,19,9,9,9,9,19,9,9,9
"G3101650","2014-2018","NE",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31165",,,"Sioux County, Nebraska",1266,1260,1158,6,3,3,0,0,90,0,90,6,6,0,0,0,0,0,0,0,0,"Sioux County, Nebraska",72,72,86,11,4,4,9,9,47,9,47,6,6,9,9,9,9,9,9,9,9
"G3101670","2014-2018","NE",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31167",,,"Stanton County, Nebraska",5992,5674,5518,85,0,28,0,0,43,0,43,318,293,0,0,0,0,25,0,0,0,"Stanton County, Nebraska",0,0,13,35,13,22,13,13,22,13,22,0,37,13,13,13,13,37,13,13,13
"G3101690","2014-2018","NE",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31169",,,"Thayer County, Nebraska",5098,4979,4858,23,13,0,0,2,83,0,83,119,90,0,4,0,0,15,10,10,0,"Thayer County, Nebraska",0,0,4,24,18,13,13,4,28,13,28,0,20,13,6,13,13,18,12,12,13
"G3101710","2014-2018","NE",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31171",,,"Thomas County, Nebraska",645,642,629,0,3,0,0,0,10,0,10,3,1,0,0,0,0,2,0,0,0,"Thomas County, Nebraska",72,72,73,9,3,9,9,9,12,9,12,5,4,9,9,9,9,3,9,9,9
"G3101730","2014-2018","NE",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31173",,,"Thurston County, Nebraska",7140,6742,2586,19,4008,51,0,0,78,0,78,398,215,0,131,0,0,5,47,33,14,"Thurston County, Nebraska",0,0,13,12,33,4,13,13,28,13,28,0,50,13,47,13,13,5,26,22,15
"G3101750","2014-2018","NE",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31175",,,"Valley County, Nebraska",4224,4092,4019,20,16,0,0,0,37,0,37,132,129,0,0,0,0,3,0,0,0,"Valley County, Nebraska",61,61,60,16,19,9,9,9,20,9,20,16,18,9,9,9,9,5,9,9,9
"G3101770","2014-2018","NE",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31177",,,"Washington County, Nebraska",20219,19635,19131,170,7,62,8,15,242,0,242,584,467,63,0,0,0,25,29,29,0,"Washington County, Nebraska",0,0,16,54,8,29,15,16,61,17,61,0,100,86,17,17,17,33,52,52,17
"G3101790","2014-2018","NE",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31179",,,"Wayne County, Nebraska",9367,8826,8451,166,53,48,0,0,108,0,108,541,454,0,0,0,0,83,4,4,0,"Wayne County, Nebraska",0,0,13,74,20,42,13,13,75,13,75,0,71,13,13,13,13,69,8,8,13
"G3101810","2014-2018","NE",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31181",,,"Webster County, Nebraska",3571,3395,3276,9,0,0,5,6,99,8,91,176,125,0,0,0,5,15,31,6,25,"Webster County, Nebraska",0,0,13,10,9,9,12,8,19,10,16,0,24,9,9,9,6,17,18,8,16
"G3101830","2014-2018","NE",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31183",,,"Wheeler County, Nebraska",822,817,812,0,0,2,0,0,3,0,3,5,0,0,0,0,0,5,0,0,0,"Wheeler County, Nebraska",102,103,102,9,9,3,9,9,4,9,4,9,9,9,9,9,9,9,9,9,9
"G3101850","2014-2018","NE",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US31185",,,"York County, Nebraska",13799,13108,12530,210,30,56,0,37,245,0,245,691,583,0,5,0,0,87,16,9,7,"York County, Nebraska",0,0,52,93,24,55,15,52,96,15,96,0,50,15,8,15,15,44,22,18,11
"G3200010","2014-2018","NV",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32001",,,"Churchill County, Nevada",24010,20750,17684,576,964,663,50,57,756,16,740,3260,2508,12,110,0,0,474,156,86,70,"Churchill County, Nevada",0,0,83,58,109,121,55,86,171,22,164,0,285,20,86,23,23,237,83,64,52
"G3200030","2014-2018","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32003",,,"Clark County, Nevada",2141574,1479493,931411,235651,9548,201846,14480,7109,79448,2043,77405,662081,367727,10176,7042,3978,1366,239798,31994,17147,14847,"Clark County, Nevada",0,0,771,2039,619,2133,458,978,3125,389,3120,0,5268,1123,1068,734,344,5475,1812,1349,1479
"G3200050","2014-2018","NV",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US32005",,,"Douglas County, Nevada",47828,41847,38725,304,904,626,87,63,1138,0,1138,5981,3970,8,112,60,66,1514,251,83,168,"Douglas County, Nevada",0,0,24,70,117,155,29,51,199,26,199,0,419,10,59,62,60,390,149,63,132
